Distance_km,Transport_Mode,Weather,Traffic_Level,Fuel_Price,Carrier_Rating,Warehouse_Time_hr,Delivery_Delay_hr
706,Rail,Rainy,Low,85.69396867418824,3.0,10,11.96
169,Rail,Storm,High,104.21048352941852,3.0,27,27.8
880,Rail,Fog,Medium,80.77716425522726,3.9,19,16.54
1860,Ship,Storm,High,90.98273724295026,3.0,13,45.01
1131,Rail,Rainy,Medium,79.4087323026459,3.4,42,25.93
2024,Ship,Clear,Medium,70.41524205616649,4.6,37,27.96
1419,Rail,Rainy,Medium,118.50286800190347,2.6,32,25.32
790,Air,Rainy,Medium,91.58514893282096,2.5,15,9.93
166,Truck,Fog,Medium,118.46748072099126,1.0,21,1.88
1903,Air,Rainy,Low,77.01617598839131,3.5,3,21.29
2888,Rail,Rainy,Low,99.3683389728743,1.1,8,31.91
1200,Rail,Fog,Medium,80.04870163956198,3.0,6,3.18
1981,Rail,Fog,Low,109.50370634816375,4.2,29,15.57
1062,Air,Clear,High,109.18514943804877,3.2,19,10.08
1714,Rail,Storm,High,75.6303574519656,2.1,17,43.29
1131,Air,Rainy,High,115.60322264381946,4.1,10,13.02
683,Ship,Fog,Medium,79.73148236016124,2.1,33,16.86
562,Truck,Clear,Medium,100.64886707946802,3.9,13,6.76
2899,Truck,Storm,Low,119.2816810043852,3.4,27,43.11
1169,Air,Fog,Low,114.11982673831818,1.7,42,32.02
1191,Ship,Storm,Low,117.82819642805845,4.6,12,19.19
609,Air,Storm,High,87.12993856090597,1.8,2,21.07
537,Ship,Rainy,High,75.27878211097317,5.0,10,0.51
946,Rail,Rainy,High,79.4173436644725,1.0,21,21.86
1262,Ship,Fog,High,95.02474475383069,2.1,23,30.93
753,Ship,Storm,Low,109.6614839136661,1.8,1,11.02
1520,Ship,Fog,Medium,77.50768220919376,1.1,33,35.53
630,Truck,Fog,Medium,102.98657661303785,3.9,26,23.23
2887,Ship,Storm,High,86.17888020197559,3.8,15,50.05
2958,Rail,Fog,Medium,87.06010361960767,4.2,22,39.64
2344,Rail,Storm,Medium,103.09588650789632,2.0,25,45.54
203,Rail,Storm,Medium,93.34997097666101,2.8,1,4.26
1729,Ship,Storm,High,110.6016646512997,3.6,26,42.09
1046,Air,Storm,Low,77.79592548314136,2.8,21,35.43
2794,Air,Clear,Low,109.49741348835192,3.8,41,38.22
1293,Rail,Storm,Medium,73.21176240287105,3.5,24,22.73
1142,Truck,Rainy,Low,79.70269401228025,1.5,39,22.25
1058,Air,Rainy,Low,102.80748572515827,4.1,16,9.29
2191,Ship,Rainy,High,112.74628282555356,3.9,32,33.09
1823,Air,Storm,High,82.63398138696745,3.6,16,45.4
1007,Rail,Rainy,Medium,86.35958029144564,1.6,13,14.45
502,Truck,Clear,Medium,96.856037414337,2.1,42,26.68
1277,Air,Fog,Medium,80.57864032446511,2.6,32,22.08
2315,Air,Storm,High,110.55781307937528,2.1,41,51.75
2571,Rail,Rainy,Low,108.68183225028804,1.9,44,37.36
2529,Truck,Clear,High,77.26458559828907,4.2,24,32.35
2438,Truck,Fog,High,93.1914865908316,3.6,13,33.42
600,Rail,Clear,Low,108.74138833273108,3.3,11,7.5
1685,Ship,Rainy,Low,86.86647655517073,1.9,15,23.57
1362,Air,Clear,Medium,101.65534113588659,4.7,10,1.78
1807,Ship,Fog,Low,72.51065607287863,1.8,42,35.47
406,Air,Rainy,Low,100.4344380264659,4.2,41,11.03
2120,Air,Fog,Low,77.63264900003036,4.9,3,14.91
1835,Ship,Clear,Low,111.52916625572257,3.9,16,20.95
2619,Rail,Storm,Medium,87.77247317902392,5.0,44,42.33
1831,Rail,Storm,Medium,84.07769313640978,3.6,17,34.45
2899,Air,Storm,Low,112.04444883557426,1.9,25,59.38
2859,Rail,Storm,Low,72.50720115359051,1.8,30,54.16
2539,Air,Fog,Medium,89.83043996671724,2.3,47,43.48
1681,Rail,Storm,Medium,88.50017702875157,1.0,35,40.73
2866,Air,Fog,Low,84.24001871247754,3.7,37,38.71
1065,Rail,Rainy,High,115.58771660007386,2.1,13,17.15
1398,Truck,Storm,Medium,107.54641967583612,4.3,24,28.64
565,Ship,Fog,Medium,73.19615820959694,2.4,38,14.16
2889,Truck,Storm,Medium,105.7343724717477,2.9,26,36.64
385,Ship,Storm,Low,96.3649566564397,4.9,9,9.65
1832,Ship,Storm,Low,115.04339472007896,2.0,19,33.93
2355,Air,Fog,Medium,85.64728086741792,3.9,28,26.89
546,Ship,Clear,Low,98.70809998047915,4.0,7,-5.45
945,Truck,Storm,Low,95.0377637370493,1.9,45,39.6
2257,Truck,Storm,Medium,94.47804531138028,3.0,22,32.62
901,Rail,Rainy,Low,92.80526997586063,2.4,30,18.52
1737,Truck,Clear,High,80.28147377661406,4.1,37,44.49
1981,Rail,Fog,Low,107.78549612461964,3.5,16,24.07
2787,Ship,Rainy,Low,92.56680163696444,2.9,36,33.22
2477,Truck,Storm,Medium,117.92581375013029,4.1,5,22.7
1618,Ship,Rainy,Medium,83.04042135963881,1.9,29,27.64
1006,Truck,Rainy,High,104.13719198135206,4.0,23,14.68
2788,Truck,Storm,Low,117.03585398195543,4.5,6,21.87
1686,Rail,Clear,High,103.17291615080462,4.5,36,36.52
1341,Ship,Clear,High,113.56364538086973,4.1,33,31.31
1490,Truck,Rainy,Medium,111.3740479878503,2.6,41,32.45
1241,Air,Storm,Low,88.00588577445019,4.9,16,21.93
1116,Ship,Fog,Medium,100.00619699697482,2.5,34,22.83
334,Ship,Rainy,High,77.81306699056778,3.6,43,22.33
2494,Ship,Fog,High,96.77629413477997,1.6,26,45.32
61,Rail,Rainy,Medium,81.52109859071686,4.9,37,16.96
1680,Air,Rainy,Medium,107.18684074762228,3.8,13,13.19
2596,Ship,Storm,Medium,96.40292109460623,4.0,17,31.36
803,Truck,Storm,Medium,90.56136813158302,1.3,32,25.75
2132,Truck,Fog,Medium,83.43985480834888,4.1,32,24.79
2824,Rail,Fog,High,119.93492409206434,4.1,28,43.05
2946,Truck,Clear,Medium,73.58552604424663,3.7,29,25.86
139,Ship,Storm,Low,72.178034028621,2.2,25,21.69
825,Truck,Rainy,High,80.86287002469322,3.0,47,36.97
2702,Ship,Rainy,High,118.55362293139098,1.4,22,34.23
1675,Truck,Clear,Low,118.96190841599923,2.9,27,19.55
467,Air,Storm,Low,102.74638673860679,2.0,44,33.07
164,Rail,Rainy,High,114.00533336032024,2.4,38,23.12
666,Rail,Clear,Medium,80.69808654203977,1.7,20,15.86
875,Air,Clear,High,118.60210470883118,1.9,45,34.74
1699,Air,Rainy,High,77.13924250697823,1.3,24,40.71
1566,Rail,Rainy,Low,75.05625940908291,4.7,47,28.15
462,Air,Fog,High,75.61057696236364,3.1,47,25.0
778,Ship,Storm,Medium,98.65639616362823,2.6,8,11.26
2858,Truck,Fog,Low,109.04872003590262,3.1,14,33.06
725,Rail,Clear,High,88.33335889373166,3.5,39,27.9
1942,Air,Rainy,High,118.89479938930633,4.7,14,28.19
2554,Ship,Fog,Medium,91.72100690591648,1.7,5,27.71
2289,Rail,Clear,High,77.52242753866082,2.2,47,39.89
2836,Air,Storm,High,93.29833740930684,4.9,21,41.36
1172,Rail,Rainy,High,103.95185827112199,2.5,15,17.12
1621,Air,Fog,High,111.61128902521894,1.1,36,35.93
1027,Rail,Storm,Medium,92.93841449782964,1.6,33,31.47
1058,Ship,Fog,High,99.68034130245837,1.1,17,29.88
2193,Ship,Clear,High,83.36723560794266,5.0,20,35.92
1737,Truck,Storm,High,102.2958263202757,2.1,1,30.21
2760,Rail,Fog,Low,119.29859719751718,4.7,16,24.94
86,Truck,Storm,Medium,72.4526786293897,5.0,45,19.83
1598,Rail,Clear,Low,114.32653353525839,3.4,18,18.63
2376,Air,Storm,Low,98.11412513837614,1.1,10,37.57
2314,Air,Fog,Medium,82.604932978115,1.3,23,36.07
2964,Truck,Clear,Low,117.7444855004629,2.9,18,36.83
922,Rail,Rainy,Low,94.16771515294495,2.6,9,-2.99
1871,Truck,Fog,Low,86.58451258366928,3.4,46,34.15
1346,Ship,Fog,Medium,79.07488141354206,2.8,30,29.78
2159,Truck,Clear,High,82.2226105128331,4.7,13,24.5
645,Truck,Clear,Medium,111.64245207957214,3.1,31,21.45
1953,Air,Rainy,Medium,100.7205004658583,3.8,46,33.4
778,Truck,Fog,Medium,115.66228097441581,4.6,43,20.95
1415,Rail,Clear,Low,81.59842260788929,1.6,13,11.77
446,Air,Rainy,High,76.05692869244507,1.9,32,19.16
748,Truck,Rainy,Medium,70.3043765487795,1.4,17,16.81
2274,Ship,Clear,Medium,95.39310188079969,1.6,3,25.45
1685,Truck,Fog,High,119.91534651909942,3.1,1,19.28
445,Truck,Storm,High,104.74826344093195,2.3,5,14.21
2542,Truck,Storm,High,85.4197295982573,2.7,32,54.24
125,Air,Rainy,Low,113.84292915130858,4.9,25,10.24
314,Rail,Storm,High,109.086113299398,1.6,45,49.15
2552,Ship,Storm,Low,70.77075830382697,3.2,5,30.04
1869,Truck,Clear,Medium,110.84302402705111,1.4,37,26.09
767,Rail,Rainy,Low,85.0263378619248,2.3,23,18.77
2832,Rail,Fog,High,77.48367322918006,3.1,12,34.74
900,Air,Rainy,Low,81.31654198685374,4.8,34,21.12
1440,Ship,Clear,High,93.42899021875695,2.6,23,30.11
193,Air,Storm,Low,91.24339635340056,1.3,16,12.91
934,Rail,Fog,Medium,84.44436496871134,2.6,5,6.93
445,Rail,Rainy,Low,78.61091611035164,1.6,44,29.79
2988,Rail,Storm,Medium,108.11153948210847,1.9,47,58.83
1542,Air,Rainy,High,119.50548918674585,3.5,28,25.25
1217,Ship,Fog,Medium,108.88957902098451,1.3,6,4.63
2666,Truck,Rainy,High,84.79684838357706,2.9,13,31.5
1112,Air,Rainy,High,82.24044807060667,3.4,43,31.77
2206,Rail,Rainy,Medium,80.88329380329691,2.7,30,35.76
1115,Air,Storm,Medium,76.83475372445182,1.1,26,26.35
1259,Rail,Fog,Low,97.56652748461507,4.9,17,19.06
2495,Truck,Fog,Low,100.27001859766722,2.5,9,17.76
683,Truck,Storm,Medium,105.27513303315686,4.1,16,28.29
1206,Ship,Storm,Medium,104.0106685466834,2.3,18,35.09
1288,Rail,Storm,Medium,84.61666556416912,2.9,13,24.29
782,Ship,Clear,Medium,86.51555026984232,2.6,29,8.88
284,Ship,Rainy,High,104.0757267721169,2.4,43,27.26
2755,Truck,Rainy,Medium,87.47238203918141,1.1,45,45.92
800,Air,Fog,Medium,80.63115948096565,2.4,24,8.83
2685,Air,Rainy,Medium,88.71680768483698,4.6,45,41.61
1003,Ship,Clear,Medium,83.60420787889888,3.8,44,20.31
2589,Truck,Storm,High,74.41563606092889,1.6,46,60.12
1592,Rail,Fog,Low,111.50694511383267,3.4,13,14.6
1247,Air,Fog,Low,112.65556945785181,4.6,25,12.9
1726,Ship,Rainy,Low,80.98751500834398,3.8,41,40.55
1241,Air,Fog,Low,73.2386099762601,1.6,46,29.53
2267,Air,Storm,Low,106.94137186755898,4.5,1,26.37
1466,Rail,Fog,High,80.57643129317069,2.2,9,23.49
2892,Truck,Storm,Low,89.67177447184301,2.8,4,37.08
2731,Rail,Clear,High,73.20676261186917,3.1,28,45.26
1267,Truck,Clear,High,81.31347923792175,4.4,12,22.28
1590,Air,Storm,Low,109.64511391648179,4.7,24,29.83
2126,Ship,Rainy,Low,110.2198223457601,4.7,46,35.98
1495,Rail,Fog,Low,80.35424124438552,1.0,9,17.74
2436,Truck,Rainy,Medium,86.79569225533447,4.7,35,31.77
1569,Air,Fog,High,76.71192095468717,1.2,38,35.73
1438,Truck,Clear,Low,73.70863151424612,2.1,35,27.38
1906,Truck,Clear,Medium,119.60858572242047,3.1,33,30.57
1415,Truck,Clear,High,102.77969756224196,2.9,35,35.86
549,Air,Fog,Medium,97.10482545991593,3.4,46,22.59
1730,Ship,Clear,Medium,108.27492502026499,2.9,20,20.34
560,Ship,Clear,Low,112.0038579843862,4.7,2,-3.09
266,Ship,Clear,High,110.33573840223637,2.0,44,25.89
1374,Truck,Clear,Medium,70.82697246449383,2.1,26,24.11
1205,Air,Rainy,High,79.34039490952492,4.7,42,30.54
1877,Truck,Clear,Low,102.74526510589155,1.3,13,23.57
1860,Ship,Clear,High,88.78796739019815,3.4,30,39.8
2542,Ship,Rainy,Medium,119.12413255305535,3.7,32,30.47
2973,Air,Rainy,Medium,103.2702396319127,3.0,36,44.71
1255,Truck,Fog,High,117.82744543646032,3.8,19,22.62
2264,Rail,Storm,Medium,80.0723240822897,1.7,22,50.35
140,Rail,Clear,Medium,113.19785140575115,4.4,1,-7.98
763,Ship,Clear,Medium,86.06761529076127,1.6,11,13.41
1931,Air,Clear,Low,119.47824041189034,2.6,26,27.19
88,Truck,Fog,Low,77.88443360365737,1.3,19,0.84
222,Truck,Clear,Medium,95.81699094191633,3.2,19,2.72
702,Ship,Storm,High,109.6422266918561,3.7,12,28.02
803,Ship,Rainy,Low,91.6321240302018,4.8,3,-2.23
1293,Truck,Fog,High,93.40420300938234,4.0,18,10.83
1131,Truck,Rainy,Medium,119.31778977528705,3.2,5,7.25
1733,Ship,Clear,Medium,91.26540751505766,4.7,24,14.47
2573,Truck,Clear,High,100.20360502995318,2.9,14,35.59
505,Rail,Clear,Low,72.72698303375753,3.2,38,25.41
878,Ship,Storm,High,112.110504010513,3.4,3,25.33
944,Truck,Storm,High,102.40840244897717,2.6,6,32.92
1434,Ship,Fog,Medium,90.20100514314068,4.4,12,8.73
2008,Air,Rainy,Low,70.80847699772599,1.7,11,21.46
2484,Ship,Clear,High,99.5834410296752,3.2,39,40.72
2046,Ship,Clear,Low,70.63289142420811,3.9,26,22.24
2445,Air,Clear,Medium,70.0601806954509,4.6,1,11.12
239,Rail,Clear,Low,100.80492810746773,4.5,16,-5.14
554,Truck,Storm,Medium,79.45085336672771,3.0,47,39.87
1264,Air,Rainy,Low,79.59437748590477,3.6,9,-0.52
1581,Ship,Rainy,High,102.66357829163718,2.6,5,27.96
873,Truck,Fog,Medium,72.68485939696872,2.9,8,13.16
978,Air,Storm,High,85.67027807372781,4.6,21,31.58
983,Truck,Clear,Medium,77.47159510710095,4.7,33,11.36
1190,Truck,Rainy,Low,99.0088184898267,4.6,39,14.29
183,Air,Rainy,Low,103.0882577363698,1.6,43,17.39
2155,Truck,Storm,Medium,106.05679267995217,4.4,20,35.88
734,Rail,Fog,Medium,82.76156084592827,4.8,45,20.26
2769,Air,Fog,Medium,74.4624875818292,2.4,22,28.67
2270,Rail,Clear,Low,73.93418284709489,3.1,13,28.74
1902,Ship,Fog,Medium,91.30757742253618,4.1,39,38.74
864,Truck,Rainy,Medium,117.29222045313576,3.2,11,6.61
1222,Ship,Fog,High,80.88645171235123,5.0,18,19.77
129,Ship,Clear,Medium,82.83708006707747,2.8,30,3.15
2983,Truck,Rainy,High,75.04444010529295,3.9,33,44.46
252,Air,Fog,High,100.27851369469651,4.2,44,26.67
2861,Truck,Fog,High,103.99364369735875,3.0,3,33.88
1302,Ship,Storm,Low,102.146560408038,4.4,1,12.18
1749,Ship,Clear,High,113.05651215223907,3.2,36,35.72
1300,Air,Fog,Medium,94.32129175130359,2.6,6,8.56
1732,Truck,Storm,Low,76.72285203835322,1.4,37,41.63
1605,Ship,Rainy,Low,84.47025653522063,2.6,29,27.47
2144,Rail,Storm,Low,103.1214986710676,3.9,11,19.3
1306,Ship,Storm,Low,100.65609868707799,4.7,13,19.79
1599,Ship,Fog,Low,96.55015648714813,2.0,11,19.24
1216,Air,Fog,Low,104.14822093443436,2.4,38,23.51
1446,Rail,Fog,Low,101.86954251866497,1.6,25,21.36
2753,Ship,Storm,High,114.0662444732476,3.8,15,43.18
520,Ship,Rainy,Medium,99.30081887391484,4.8,13,-0.3
1085,Rail,Clear,Medium,108.93006793502782,3.6,42,24.68
1403,Truck,Storm,High,82.4353577983234,3.5,33,42.18
2833,Truck,Fog,High,103.9091292294534,3.2,13,25.93
2881,Ship,Clear,Low,115.10970591913379,1.4,38,48.27
1017,Ship,Rainy,Low,89.28661639499165,3.9,24,12.92
407,Truck,Clear,High,108.95520936693234,3.4,20,24.93
717,Air,Fog,Low,106.23946505977176,3.6,44,16.01
422,Rail,Storm,Medium,72.97630984359112,4.6,17,9.18
1081,Rail,Storm,Medium,99.0754154812036,4.1,24,23.6
1195,Air,Fog,Low,76.50946746004011,4.1,26,18.82
1421,Air,Storm,Low,118.36595861152955,4.7,40,25.06
2773,Air,Fog,Low,110.5703751350328,5.0,32,29.58
139,Air,Storm,Medium,75.486190062356,3.3,29,22.25
2795,Air,Storm,Low,76.08759988238393,1.4,14,37.41
589,Air,Storm,High,99.72369274563096,2.8,37,43.64
2829,Rail,Rainy,Low,87.24445870865917,4.2,22,28.62
918,Air,Rainy,High,71.74529295365546,1.1,34,27.48
90,Truck,Fog,Low,97.08207539165265,1.2,27,15.05
789,Air,Rainy,Low,89.39225498429235,1.3,28,27.33
1996,Air,Fog,Medium,75.05382461858713,3.9,22,25.24
2599,Rail,Clear,High,110.09601961279913,3.0,43,55.79
1274,Rail,Clear,High,115.75383826394031,2.5,3,25.62
978,Air,Rainy,High,107.8296967007065,1.4,22,21.37
2086,Rail,Clear,Medium,111.12111550081386,3.9,21,28.25
2558,Ship,Clear,High,80.82452836330587,2.3,16,29.36
2829,Rail,Storm,Medium,83.17864754593005,2.1,9,40.71
2849,Rail,Storm,Low,80.42637701495939,3.6,13,37.43
974,Rail,Fog,Low,108.25317156827819,3.2,10,14.55
1631,Rail,Clear,High,117.39585394672486,2.4,21,35.87
439,Truck,Fog,Low,105.84186033669513,3.6,42,21.04
1667,Truck,Fog,Low,114.0733382439778,2.1,40,33.96
2980,Truck,Clear,High,101.93495474415863,4.2,7,35.44
305,Air,Rainy,Low,89.38299502793996,1.9,46,22.56
758,Air,Clear,High,91.28808074651526,1.6,22,23.07
1888,Ship,Storm,High,73.76607160837024,4.1,18,44.89
1994,Truck,Clear,Low,71.5728597623013,3.8,21,30.65
2547,Air,Rainy,Low,104.77378020945386,1.7,14,28.36
59,Rail,Fog,Low,91.92144460055903,1.5,10,3.78
2921,Rail,Fog,Low,97.61075340273148,4.4,33,37.32
847,Truck,Storm,Low,97.88306238112082,4.1,9,6.71
926,Ship,Storm,Medium,83.86879066666506,2.3,18,21.98
1078,Ship,Storm,Low,93.79462554147453,3.6,13,28.08
1065,Rail,Fog,Medium,93.53801108338511,1.5,17,12.4
1874,Ship,Storm,High,89.42136106139284,3.0,23,52.81
423,Truck,Clear,Low,111.03376917005352,1.1,25,20.39
2243,Rail,Fog,Low,92.5582001843798,2.6,16,27.24
273,Air,Rainy,Low,100.18222622529939,1.3,24,14.93
1312,Air,Fog,High,114.7760060190413,2.9,31,26.23
2274,Ship,Clear,Medium,113.31168114294613,2.7,11,21.51
1852,Rail,Clear,Medium,114.52111018895826,2.8,23,31.63
902,Rail,Storm,Low,83.5002498232507,1.2,41,34.05
112,Air,Fog,Low,71.74912441540314,2.4,39,21.13
1290,Rail,Fog,Low,83.05333999476646,4.0,22,9.01
2924,Rail,Fog,Low,83.93536728103544,2.5,33,34.75
2892,Rail,Rainy,High,115.46801633624841,3.9,41,59.13
738,Ship,Storm,Low,102.46213664189852,2.5,42,33.32
1534,Rail,Clear,High,74.08519798011145,2.7,18,24.25
1683,Truck,Clear,Low,76.76892980055506,3.3,14,24.04
2202,Ship,Storm,Medium,77.78380627709878,4.8,28,42.65
560,Rail,Clear,Medium,101.52108740844616,1.4,11,12.9
434,Rail,Clear,Low,106.77070127535015,1.1,24,11.29
454,Truck,Storm,Low,112.98219552826981,3.4,36,24.31
2920,Ship,Clear,High,117.03182754031215,4.8,19,38.66
567,Air,Fog,Low,80.0852278693221,5.0,13,5.64
525,Air,Rainy,Low,85.48862423620245,2.9,33,13.41
2050,Ship,Storm,Low,82.01614403724153,2.9,19,35.05
2806,Rail,Rainy,Medium,87.9380783733069,3.6,47,45.7
1718,Rail,Clear,High,115.73325537118747,3.2,32,41.21
1943,Air,Clear,Medium,98.75562834696808,3.5,15,23.7
2868,Air,Fog,High,106.90959486622495,4.5,11,25.65
1510,Air,Storm,Medium,94.5059618063391,4.0,23,27.53
2774,Truck,Clear,Low,71.44289566680622,3.0,5,19.6
763,Air,Storm,Medium,73.20977429989071,2.8,22,25.87
132,Truck,Storm,Medium,96.89615156339428,3.6,42,29.74
1218,Ship,Storm,High,105.93945174100128,2.8,18,34.09
2554,Rail,Storm,High,80.76652637643657,2.8,7,40.1
1951,Air,Storm,Medium,106.0954786996152,1.1,33,44.16
2098,Rail,Rainy,High,110.53328867417562,1.7,3,28.12
100,Rail,Fog,High,90.59487391810556,3.0,28,13.8
734,Air,Storm,High,107.32096164220525,4.3,1,11.15
766,Air,Rainy,High,90.20149751642299,2.1,47,24.71
1519,Ship,Clear,High,103.917531472751,3.1,37,41.83
498,Truck,Storm,Medium,108.19985246597716,2.4,22,23.66
930,Truck,Clear,High,119.59633091540553,1.4,44,38.31
537,Rail,Storm,Low,87.2698331031798,4.8,19,21.6
1873,Air,Rainy,Medium,90.55203902873058,4.4,14,10.65
2131,Ship,Rainy,Medium,78.28100297050857,1.3,3,11.53
2192,Ship,Rainy,Medium,80.20365292009035,3.9,19,25.54
1624,Ship,Fog,High,104.6697501299189,2.4,33,37.41
2251,Ship,Clear,Low,115.85227950772381,5.0,21,14.35
299,Ship,Fog,High,89.73024758306202,2.2,1,8.89
723,Truck,Storm,Medium,78.99222234177707,2.0,26,24.23
487,Truck,Clear,Medium,84.2549749691497,3.3,10,-0.77
2215,Truck,Rainy,Medium,92.75258524040693,4.3,35,29.38
820,Air,Clear,Medium,84.53251646826843,1.8,13,-1.11
317,Rail,Rainy,High,81.67895415609331,3.8,6,3.61
2034,Ship,Fog,Low,106.79922443785398,1.2,43,35.92
1127,Air,Fog,Low,70.39224606203116,4.7,6,7.66
285,Ship,Rainy,Medium,96.96152636682416,1.3,35,16.96
438,Truck,Rainy,Low,109.6883403514877,4.7,16,6.17
812,Air,Storm,Medium,83.3114143158734,3.0,41,19.87
1898,Truck,Fog,Medium,100.16457553060087,2.8,8,13.18
2498,Ship,Fog,Low,103.4450052809309,4.9,3,19.46
673,Ship,Storm,Medium,102.7512348202545,5.0,5,7.69
2864,Rail,Fog,Low,92.29248170993588,3.6,21,36.17
1302,Ship,Rainy,Medium,87.32889939378896,1.5,31,16.5
2950,Truck,Clear,Low,111.79620365139067,3.0,14,34.16
627,Ship,Clear,Medium,107.92229784999321,3.1,37,15.37
2172,Rail,Fog,Low,86.06275867069563,3.1,19,21.34
484,Rail,Storm,Medium,75.1509597221103,3.3,37,31.7
2200,Truck,Rainy,Medium,73.59037727227346,1.1,20,35.61
813,Air,Clear,Medium,74.7137988949468,3.8,2,6.7
2835,Ship,Rainy,Low,99.14346805960214,3.8,7,34.44
2903,Rail,Fog,High,72.58310879144949,1.5,33,56.86
1379,Ship,Fog,Medium,86.84634374820192,3.3,42,24.21
2195,Ship,Clear,Medium,107.65998509571148,3.3,6,19.06
2895,Air,Fog,Low,84.7174083257689,3.7,7,23.25
1408,Rail,Storm,Medium,108.16540385900649,1.3,44,53.63
2956,Ship,Fog,Medium,107.27335191035277,3.5,18,37.08
2532,Rail,Fog,Medium,82.29135663166082,2.1,43,41.68
496,Truck,Fog,Medium,106.44110900463727,3.0,29,17.85
2067,Truck,Rainy,High,107.38883191360503,4.1,19,23.81
1381,Ship,Rainy,High,89.87269628335135,3.8,25,27.96
298,Rail,Clear,Medium,80.52102418707591,1.5,4,-2.71
215,Ship,Clear,Medium,96.06354034459346,3.4,13,-6.59
1408,Rail,Clear,Medium,116.06987940000982,4.9,32,24.2
1069,Rail,Fog,High,101.9808366216031,1.6,27,33.53
591,Air,Rainy,High,78.64612488136306,4.4,34,24.4
808,Air,Storm,Low,104.137846236676,3.8,28,23.57
2178,Air,Fog,Low,91.36015136409173,4.1,9,11.75
2230,Ship,Fog,Medium,99.57643986776864,2.1,8,16.29
846,Air,Fog,Medium,106.7032017511554,2.2,21,9.71
2997,Air,Storm,High,95.74736757572224,4.6,46,60.6
187,Truck,Clear,Medium,110.69919872866544,2.4,30,17.45
2281,Rail,Storm,Medium,106.10777896583139,1.3,29,50.01
1403,Rail,Clear,High,100.75366700092553,3.4,9,11.49
2882,Air,Storm,High,77.53964079161757,1.5,13,46.85
1925,Rail,Rainy,High,111.79745554557842,4.2,18,24.25
118,Truck,Fog,High,116.7952792659908,3.6,38,8.32
2643,Truck,Fog,Low,76.84825619046474,4.5,22,31.26
2150,Air,Fog,High,94.41205647167152,4.1,31,35.57
1523,Truck,Clear,High,82.94443709852523,1.4,35,37.36
254,Rail,Storm,Medium,107.72616537127823,2.5,42,35.27
2223,Ship,Rainy,Medium,106.081481800235,4.1,42,35.47
92,Rail,Storm,Medium,77.04425602851994,2.7,10,8.37
1956,Ship,Fog,Low,113.85136356308186,4.9,9,17.12
2208,Air,Rainy,High,79.04865319890011,3.9,31,43.07
810,Ship,Rainy,High,109.86295128240538,1.1,44,37.38
2945,Truck,Fog,Low,92.84901798140024,4.5,40,43.9
2192,Rail,Storm,High,86.41361467790756,1.4,24,48.39
2044,Ship,Fog,Medium,77.91196313371067,1.6,41,37.33
1985,Rail,Storm,Low,78.38071280733146,3.9,8,26.62
949,Air,Rainy,High,103.094527735045,4.5,20,14.72
409,Air,Rainy,Low,97.52151939735603,3.1,17,3.55
2997,Truck,Fog,Low,76.10427108256164,2.2,28,46.46
1769,Air,Rainy,High,75.63489302191626,2.4,6,33.93
330,Ship,Clear,Medium,73.61552873863957,2.4,42,27.46
1937,Air,Rainy,High,107.1883673686772,2.3,33,32.65
716,Truck,Clear,High,105.59410426146445,2.0,28,18.06
142,Rail,Rainy,Medium,72.92154954272876,3.4,1,-10.83
721,Rail,Fog,High,98.01350377984865,4.6,41,27.18
2019,Air,Fog,High,74.23380776213449,2.2,35,27.25
110,Ship,Clear,High,115.18728853044709,1.7,24,14.76
2731,Truck,Fog,Low,115.35587095900662,4.4,6,28.55
1078,Ship,Rainy,Low,104.9116494906565,4.0,7,11.19
1539,Truck,Rainy,Low,116.3094460719725,4.7,9,7.94
653,Air,Fog,High,110.57265152068453,1.7,37,27.46
731,Truck,Rainy,Medium,111.42692879635247,1.6,16,14.95
2631,Truck,Storm,Low,98.48539252849666,3.2,34,51.59
1478,Air,Storm,Medium,85.3029599108088,3.5,35,32.61
2935,Ship,Rainy,High,80.88995575582108,2.9,35,47.88
2742,Air,Fog,Low,86.36000110194647,3.4,20,27.79
2330,Truck,Clear,High,101.4247715044531,1.7,23,32.74
573,Air,Fog,Medium,78.63282679161995,2.9,42,19.83
2443,Truck,Clear,Low,82.93201183186608,3.6,35,33.25
2643,Air,Fog,Low,93.40304313977322,2.7,47,38.23
2018,Rail,Rainy,Low,81.65250492623078,3.7,46,39.01
1151,Rail,Storm,Low,99.43218348580308,2.8,23,29.83
1803,Air,Fog,Medium,116.1588014228165,2.3,4,18.91
1886,Ship,Clear,Low,107.40446828515633,2.2,10,15.62
2891,Truck,Storm,High,103.32133070744565,2.6,43,53.29
2346,Rail,Clear,Low,99.13607379918894,1.1,11,29.1
2144,Ship,Rainy,Medium,94.39739546285324,3.7,40,30.72
1194,Truck,Storm,Low,79.32819298173298,4.4,9,13.19
2311,Rail,Clear,Medium,114.73552277134328,2.4,40,32.02
2336,Rail,Fog,Medium,82.42680010064181,1.2,12,25.58
1129,Air,Rainy,High,74.56544387890804,4.9,17,25.88
2447,Truck,Rainy,Low,107.50075896143477,2.1,32,33.74
156,Ship,Rainy,Low,78.78077671655832,1.5,23,4.61
2928,Ship,Fog,Low,88.5947999770588,2.5,15,35.04
97,Ship,Fog,High,71.41424641454898,4.0,28,15.83
